FullName,ExecutiveTitle,Company,City,State,PostalCode,ISICDivision,IndustryDescription,Sales,Assets,Employees
Huang Xiqiang,Director,GuangDong Huasheng Elctrcl Aplncs Co Ltd,Foshan,Guangdong,528306,27,Manufacture of electrical equipment,242996.4,219064.4,850
Huang Xiu Hong,Non-Executive Director,GOME Electrical Appliances Holding Ltd.,Beijing,Beijing,100016,47,"Retail trade, except of motor vehicles and motorcycles",9797284,7108431,44447
Huang Xiuai,"Chairman, Legal Representative","Huzhou Hehua Lighting Electric Appliance Co., Ltd.",Huzhou,Zhejiang,313009,27,Manufacture of electrical equipment,1182.6,1668.5,59
Huang Xiuhong,Chairman,"Gansu Gome Logistics Co., Ltd.",Lanzhou,Gansu,730070,49,Land transport and transport via pipelines,1378048,1315998,140
Huang Xiuhong,Chairman,"Kunming Gome Logistics Co., Ltd.",Kunming,Yunnan,650202,49,Land transport and transport via pipelines,457868,1161615,100
Huang Xiuhong,Director,Beijing Centergate Tech. (Holding) Co.,Beijing,Beijing,100081,41,Construction of buildings,492494.5,405544.6,2427
Huang Xiuhong,Chairman of the Board,"Beijing Dazhong Electronics Appliance Chain Sales Co., Ltd.",Beijing,Beijing,100043,46,"Wholesale trade, except of motor vehicles and motorcycles",1054252,332447.4,3000
Huang Xiuhong,Chairman,"Chengdu Gome Electrical Appliance Co., Ltd.",Chengdu,Sichuan,610081,46,"Wholesale trade, except of motor vehicles and motorcycles",614483.6,612078.1,1600
Huang Xiuhong,Chairman of the Board,"Fuzhou Gome Appliance Co., Ltd.",Fuzhou,Fujian,350013,46,"Wholesale trade, except of motor vehicles and motorcycles",219970.8,113338.1,2000
Huang Xiuhong,Chairman,"Fuzhou Gome Electrical Appliances Co., Ltd.",Fuzhou,Fujian,350013,47,"Retail trade, except of motor vehicles and motorcycles",286458.2,211964,2000
Huang Xiuhong,Chairman,"Gome Inner Mongolia Co., Ltd.",Huhehot,Inner Mongolia Autonomous Region,10020,47,"Retail trade, except of motor vehicles and motorcycles",81990.7,21547.6,1200
Huang Xiuhong,Chairman,"Guangzhou Gome Electrical Appliance Co., Ltd.",Guangzhou,Guangdong,510730,47,"Retail trade, except of motor vehicles and motorcycles",655261.8,336027.6,1800
Huang Xiuhong,Chairman,"Guangzhou Gome Home Appliance Co., Ltd.",Guangzhou,Guangdong,510730,47,"Retail trade, except of motor vehicles and motorcycles",589157.5,666807.4,1800
Huang Xiuhong,Chairman,"Kunming Gome Home Appliances Co., Ltd.",Kunming,Yunnan,650031,46,"Wholesale trade, except of motor vehicles and motorcycles",149716.3,92510.3,750
Huang Xiuhong,Chairman,"Qingdao Gome Electrical Appliance Co., Ltd.",Qingdao,Shandong,266031,46,"Wholesale trade, except of motor vehicles and motorcycles",277655.5,245531.5,1200
Huang Xiuhong,Chairman,"Shanghai Gome Home Appliance Co., Ltd.",Shanghai,Shanghai,200050,47,"Retail trade, except of motor vehicles and motorcycles",934378.4,452104,1000
Huang Xiuhong,Chairman,"Shenyang Gome Electrical Appliances Co., Ltd.",Shenyang,Liaoning,110014,47,"Retail trade, except of motor vehicles and motorcycles",298674.3,255148.6,2000
Huang Xiuhong,Chairman,"Shenzhen Gome Electrical Appliance Co., Ltd.",Shenzhen,Guangdong,518028,46,"Wholesale trade, except of motor vehicles and motorcycles",592788.9,382251.3,1800
Huang Xiuqing,Director,HL Corp. (Shenzhen),Shenzhen,Guangdong,518109,30,Manufacture of other transport equipment,259191.8,237702.6,5902
Huang Xiyuan,Director,Tangrenshen Group Co Ltd,Zhuzhou,Hunan,412007,10,Manufacture of food products,1634712,590266.2,6501
Huang Xiyue,Chairman,"Juxiang (Xiamen) Starch Co., Ltd.",Xiamen,Fujian,361000,10,Manufacture of food products,196731.4,178207.3,220
Huang Xu,Independent Director,"SICHUAN DANFU COMPRESSOR CO.,LTD",Meishan,Sichuan,620461,28,Manufacture of machinery and equipment n.e.c.,93081.9,148204.2,1321
Huang Xuanzhen,Independent Director,Zhejiang Jolly Pharmaceutical Co Ltd,Huzhou,Zhejiang,313200,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,83580,190548.1,1327
Huang Xuanzhen,Independent Director,"Zhejiang Shenghua Biok Biology Co., Ltd",Huzhou,Zhejiang,313220,20,Manufacture of chemicals and chemical products,218139.8,376378.1,2529
Huang Xubin,Non-Executive Director,TCL Communication Tech Holdings Ltd.,Shenzhen,Guangdong,518057,26,"Manufacture of computer, electronic and optical products",3957761,2538774,14000
Huang Xubin,Non-Executive Director,TCL Multimedia Technology Holdings Ltd.,Shenzhen,Guangdong,518067,26,"Manufacture of computer, electronic and optical products",4323375,2769005,23860
Huang Xueliang,Director,Tongfang Guoxin Electronics Co Ltd,Tangshan,Hebei,64100,26,"Manufacture of computer, electronic and optical products",176364.9,562844.8,1610
Huang Xueqiu,"Chairman, Legal Representative","Taicang Yincheng Chemical Fiber Co., Ltd.",Suzhou,Jiangsu,215427,20,Manufacture of chemicals and chemical products,1143.5,582.4,11
Huang Xuhui,Director,"Fujian Star-net Communication Co.,Ltd.",Fuzhou,Fujian,350002,26,"Manufacture of computer, electronic and optical products",591099,631250.1,6571
Huang Yahe,Chairman,"Fujian Casey Steel Group Co., Ltd.",Xiamen,Fujian,361004,66,Activities auxiliary to financial service and insurance activities,512797.7,623956,300
Huang Yajun,Independent Director,Zhongxin Informatin Dev Inc Ltd Shanghai,Shanghai,Shanghai,200333,62,"Computer programming, consultancy and related activities",59785.1,68425.7,1159
Huang Yamin,Director,Guangdong Jiaying Pharmaceutical Co Ltd,Meizhou,Guangdong,514000,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,91840.9,166964.6,1163
Huang Yan,Independent Director,"China Lodging Group, Ltd (ADR)",Shanghai,Shanghai,200336,55,Accommodation,805847.9,997143.2,15551
Huang Yan,Chairman,"Sinoinstrument Co., Ltd.",Guangzhou,Guangdong,510610,46,"Wholesale trade, except of motor vehicles and motorcycles",19755.3,4316,40
Huang Yanchun,Director,Sichuan Haowu Electromechanical Co Ltd,Neijiang,Sichuan,641000,29,"Manufacture of motor vehicles, trailers and semi-trailers",65784.1,148248.1,1292
Huang Yandian,Independent Director,Fujian Longzhou Transportation Co Ltd,Longyan,Fujian,364000,49,Land transport and transport via pipelines,367114.3,487141.1,6159
Huang Yanfei,Independent Director,Gree Real Estate Co Ltd,Zhuhai,Guangdong,519020,41,Construction of buildings,238002.5,2986599,1195
Huang Yao,Chairman,"Leizhou Xintong Sugar Industry Co., Ltd.",Zhanjiang,Guangdong,524266,10,Manufacture of food products,21812.1,55536.4,526
Huang Yaoqin,Chairman,"Dongguan Chartered Electronics Co., Ltd.",Dongguan,Guangdong,523710,26,"Manufacture of computer, electronic and optical products",2214.7,4307.9,70
Huang Yaowen,Chairman,"Quacent New Building Materials Co., Ltd.",Dalian,Liaoning,116601,23,Manufacture of other non-metallic mineral products,3387.4,415.7,80
Huang Yi,Executive Chairman of the Board,Zhongsheng Group Holdings Limited,Beijing,Beijing,100007,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,8892676,6274897,15825
Huang Yi,Chairman,Zhongsheng Group Holdings Limited,Beijing,Beijing,100007,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,8892676,6274897,15825
Huang Yige,Director,Shahe Industry Co Ltd,Shenzhen,Guangdong,518053,41,Construction of buildings,83075.1,360727.6,217
Huang Yihao,Chairman of the Board,"Fujian Star-net Communication Co.,Ltd.",Fuzhou,Fujian,350002,26,"Manufacture of computer, electronic and optical products",591099,631250.1,6571
Huang Yihua,Independent Director,Guangzhou Hangxin Aviation Techgy Co Ltd,Guangzhou,Guangdong,510663,52,Warehousing and support activities for transportation,82636.3,137770.8,574
Huang Yilin,"Chairman, Legal Representative","Xiamen Hubiao Medicine Co., Ltd.",Xiamen,Fujian,361006,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,11950.8,466000.5,98
Huang Ying,Independent Director,Heilongjiang Intrchna Watrtrertmt Co Ltd,Beijing,Beijing,100006,36,"Water collection, treatment and supply",116854.7,635346.1,1328
Huang Ying,Director,"Longyan Xibing Power Station Co., Ltd.",Longyan,Fujian,364011,35,"Electricity, gas, steam and air conditioning supply",2030,10158.3,65
Huang Yingshou,Independent Non Executive Director,China MediaExpress Holdings Inc,Fuzhou,Fujian,350001,73,Advertising and market research,95934,82979,161
Huang Yinwang,Chairman,"Wenzhou Kangtai Medicine Raw Material Co., Ltd.",Wenzhou,Zhejiang,325011,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,3857.1,1182.5,70
Huang Yiping,Independent Director,China Life Insurance Company Limited,Beijing,Beijing,100033,65,"Insurance, reinsurance and pension funding, except compulsory social security",65272220,362313312,103123
Huang Yizhong,Independent Director,Western Securities Co Ltd,Xi'an,Shaanxi,710004,66,Activities auxiliary to financial service and insurance activities,328060.2,4663285,2163
Huang Yizhong,Independent Non-Executive Director,Beijing North Star Company Limited,Beijing,Beijing,100101,41,Construction of buildings,1011808,7172581,5122
Huang Yizhong,Independent Director,Yang Guang Co Ltd,Beijing,Beijing,100044,41,Construction of buildings,220520.3,1812485,541
Huang Yong,Non-Executive Director,Chongqing Machinery & Electric Co Ltd,Chongqing,Chongqing,401123,29,"Manufacture of motor vehicles, trailers and semi-trailers",1539647,2198912,13173
Huang Yong,Director,Yunnan Xiyi Industrial Co Ltd,Kunming,Yunnan,650114,29,"Manufacture of motor vehicles, trailers and semi-trailers",75937.9,125667.5,2157
Huang Yong,Chairman,Anhui Huilong Group Wanhuai Agricultural Materials Limited Liability Company,Hefei,Anhui,230022,46,"Wholesale trade, except of motor vehicles and motorcycles",166258.4,71893.1,180
Huang Yongfeng,Director,Fiyta Holdings Ltd,Shenzhen,Guangdong,518057,26,"Manufacture of computer, electronic and optical products",532090.5,589905.9,5544
Huang Yonggan,Chairman of the Board,"Nanning Department Store Co.,Ltd.",Nanning,Guangxi,530012,47,"Retail trade, except of motor vehicles and motorcycles",405377.7,335335,1328
Huang Yongli,Director,"Xian Dayu Electronic Technology Co.,Ltd",Xi'an,Shaanxi,710061,26,"Manufacture of computer, electronic and optical products",12638.8,6070.3,285
Huang You,Independent Director,"Sichuan Changhong Electric Co., Ltd.",Mianyang,Sichuan,621000,26,"Manufacture of computer, electronic and optical products",9658353,9712676,61660
Huang Youguang,Director,"Hainan Strait Shipping Co.,Ltd",Haikou,Hainan,570311,50,Water transport,96645,354817.4,1123
Huang Youli,Independent Director,"Huangshan Jinma Co.,Ltd.",Huangshan,Anhui,245200,29,"Manufacture of motor vehicles, trailers and semi-trailers",180393.4,469147,2894
Huang Youqing,Independent Director,Nanning Sugar Industry Co Ltd,Nanning,Guangxi,530022,10,Manufacture of food products,437094.7,726873.4,2944
Huang Youru,Independent Director,"HENAN SENYUAN ELECTRIC CO.,LTD.",Xuchang,Henan,461500,27,Manufacture of electrical equipment,185970.4,625144.8,1812
Huang Yu,Independent Director,Tianjin Tianhai Investment Co Ltd,Tianjin,Tianjin,300308,50,Water transport,68760.2,2027571,770
Huang Yu,Director,Jiangxi Boya Bio-Pharmaceutical Co Ltd,Fuzhou,Jiangxi,344000,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,71060.2,164150,786
Huang Yu,Chairman of the Board,Feitian Technologies Co Ltd,Beijing,Beijing,100085,26,"Manufacture of computer, electronic and optical products",175369.7,263345.3,874
Huang Yu,Chairman of the Board,Shenzhen Huakong Seg Co Ltd,Shenzhen,Guangdong,518118,46,"Wholesale trade, except of motor vehicles and motorcycles",10906.7,67853.7,256
Huang Yu,Director,"Shenzhen Shenbao Industrial Co., Ltd",Shenzhen,Guangdong,518057,10,Manufacture of food products,59751.5,186209.2,814
Huang Yuan Ming,Director,Xiamen International Bank,Xiamen,Fujian,361001,64,"Financial service activities, except insurance and pension funding",230019,12677880,495
Huang Yuchang,Independent Director,"Baoshan Iron & Steel Co., Ltd.",Shanghai,Shanghai,201900,46,"Wholesale trade, except of motor vehicles and motorcycles",30480900,36875752,37838
Huang Yuejiang,Chairman,Westone Information Industry Incorporation,Chengdu,Sichuan,610041,77,Rental and leasing activities,73468.5,147447.6,715
Huang Yueming,Director,"Hefei Department Store Group Co., Ltd.",Hefei,Anhui,230088,47,"Retail trade, except of motor vehicles and motorcycles",1618630,1282085,8213
Huang Yun Dai,Director,New Hope Liuhe Co Ltd,Chengdu,Sichuan,610063,10,Manufacture of food products,11364010,5386750,63444
Huang Yun Hong,Chairman of the Board,Jinke Property Group Co Ltd,Chongqing,Chongqing,401121,41,Construction of buildings,2811858,13235100,10393
Huang Yunxiang,Director,"Jadason Electronics (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215011,26,"Manufacture of computer, electronic and optical products",2871.4,11996,104
Huang Yuqing,Director,"Yunnan Salt & Chemical Industry Co., Ltd",Kunming,Yunnan,650200,20,Manufacture of chemicals and chemical products,304737.8,618871.5,4073
Huang Zemin,Independent Director,ShangHai JinFeng Wine Company Limited,Shanghai,Shanghai,200063,11,Manufacture of beverages,152827.1,356629.2,885
Huang Zemin,Independent Director,Shanghai Tofflon Science & Techgy Co Ltd,Shanghai,Shanghai,201108,32,Other manufacturing,204304.4,672191.3,1912
Huang Zhangxin,Non-Executive Independent Director,China Yuanbang Property Holdings Ltd.,Guangzhou,Guangdong,510430,41,Construction of buildings,71899.3,784828.4,161
Huang Zhangyong,Chairman,"Shenzhen Feikang Technology Co., Ltd.",Shenzhen,Guangdong,518052,26,"Manufacture of computer, electronic and optical products",4665.7,8017.5,200
Huang Zhaohui,Director,"HUBEI TECH SEMICONDUCTORS CO., LTD.",Xiangyang,Hubei,441021,26,"Manufacture of computer, electronic and optical products",35987.3,141828,543
Huang Zhaoren,Independent Director,"Shanghai Construction Group Co., Ltd.",Shanghai,Shanghai,200080,41,Construction of buildings,18448950,18887130,28789
Huang Zhaoru,Chairman,"Xuanwei City Fulin Coal Trade Co.,Ltd",Qujing,Yunnan,655400,46,"Wholesale trade, except of motor vehicles and motorcycles",85470.6,37952.4,25
Huang Zhaoxing,Board Member,Trunkbow International Holdings Limited,Beijing,Beijing,100022,61,Telecommunications,20221.5,145194.8,194
Huang Zhen Kun,Non-Executive Director,Shenyang Public Utility Holdings Co. Ltd,Shenyang,Liaoning,110141,68,Real estate activities,13929.3,124097.6,41
Huang Zhenchun,Chairman,"Zhenjiang Weimeite Precise Pieces Co., Ltd.",Zhenjiang,Jiangsu,212216,29,"Manufacture of motor vehicles, trailers and semi-trailers",831.5,1603.5,65
Huang Zheng,Chairman of the Board,"Jiangxi Ganyue Expressway Co., Ltd",Nanchang,Jiangxi,330025,79,"Travel agency, tour operator, reservation service and related activities",662326,4970589,3864
Huang Zhengbin,Chairman,"Fuyu Electronic Technology(Huai'an) Co., Ltd.",Huai'an,Jiangsu,223005,26,"Manufacture of computer, electronic and optical products",741499.1,715765.7,30000
Huang Zhengcong,Chairman,"Guangzhou Cvte Electronic Science And Technology Co., Ltd.",Guangzhou,Guangdong,510663,27,Manufacture of electrical equipment,250936.6,82150.8,200
Huang Zhengrong,Director,Beijing Tensyn Digital Marketng Tech JSC,Beijing,Beijing,100026,73,Advertising and market research,136232.7,155211.3,268
Huang Zhengshuang,Director,"Guizhou Xifeng Tap Water Co., Ltd.",Guiyang,Guizhou,551100,36,"Water collection, treatment and supply",336.6,2122.9,46
Huang Zhengsun,Chairman,"Shanghai Haolong Metal Materials Co., Ltd.",Shanghai,Shanghai,201101,46,"Wholesale trade, except of motor vehicles and motorcycles",39669.4,13655.1,9
Huang Zhengyun,Independent Director,Zhejiang Materials Development Co Ltd,Changsha,Hunan,410011,46,"Wholesale trade, except of motor vehicles and motorcycles",3585767,881242.6,1714
Huang Zhenwu,Independent Director,Sino Geophysical Co Ltd,Beijing,Beijing,100107,9,Mining support service activities,12588,200431.4,150
Huang Zhifeng,Director,Wuhan Fingu Electronic Technology Co,Wuhan,Hubei,430200,26,"Manufacture of computer, electronic and optical products",287679.9,411496.6,6170
Huang Zhigang,Independent Director,"Fujian Furi Electronics Co., Ltd.",Fuzhou,Fujian,350005,46,"Wholesale trade, except of motor vehicles and motorcycles",569933.6,642182.1,3875
Huang Zhiming,Chairman,Chengdu Xinzhu Road & Bridge Machinery Company Limited,Chengdu,Sichuan,611430,28,Manufacture of machinery and equipment n.e.c.,192568.1,628058.7,2801
Huang Zhitang,Director,Beibuwan Port Co Ltd,Nanning,Guangxi,530021,52,Warehousing and support activities for transportation,687845.1,1386370,2466
Huang Zhixiong,Independent Non-Executive Director,Great Wall Motor Co Ltd,Baoding,Hebei,71000,29,"Manufacture of motor vehicles, trailers and semi-trailers",10160750,9893407,71575
Huang Zhixiong,Vice Chairman of the Board,Guangdong Macro Co Ltd,Foshan,Guangdong,528333,27,Manufacture of electrical equipment,632452.1,630003.4,4192
Huang Zhiyu,Independent Director,Sichuan Renzhi Oilfield Technology Se,Mianyang,Sichuan,621000,9,Mining support service activities,77958.4,161589.6,1054
Huang Zhiyuan,Director,"Beijing Bashi Media Co., Ltd.",Beijing,Beijing,100048,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,487011.9,426889.5,2609
Huang Zhongguo,Independent Director,Hunan Fazhan Industrial Co Ltd,Changsha,Hunan,410015,35,"Electricity, gas, steam and air conditioning supply",44024.8,492139.5,583
Huang Zhongyong,Director,"Hangzhou Aida Pharmaceutical Co., Ltd.",Hangzhou,Zhejiang,310016,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,16237.1,56862.3,151
Huang Zhongyu,Chairman,"Taicang Shinmei Electric Co., Ltd.",Suzhou,Jiangsu,215400,27,Manufacture of electrical equipment,19323.3,37410.9,200
Huang Zhouduan,Chairman,"Jugu Industrial (Shanghai) Co., Ltd.",Shanghai,Shanghai,201601,46,"Wholesale trade, except of motor vehicles and motorcycles",233,112.3,8
Huang Zirong,Director,"Xiamen Port Development Co., Ltd.",Xiamen,Fujian,361006,52,Warehousing and support activities for transportation,1217738,821399.8,3731
Huang Zufang,Chairman,"Shanghai Hongyue Metal Materials Co., Ltd.",Shanghai,Shanghai,200000,46,"Wholesale trade, except of motor vehicles and motorcycles",2436.6,2735.1,5
Huang Zurong,Director,"Fujian Mindong Electric Power Co., Ltd.",Ningde,Fujian,352100,35,"Electricity, gas, steam and air conditioning supply",188196.3,622032.9,2108
Huang Zuxiang,Chairman,"Haerbin Dongjian Machinery Manufacturing Co., Ltd.",Harbin,Heilongjiang,150039,28,Manufacture of machinery and equipment n.e.c.,24895.2,38602.4,800
Huang Zuyan,Independent Director,Soochow Securities Co Ltd,Suzhou,Jiangsu,215021,66,Activities auxiliary to financial service and insurance activities,570579.1,9266995,2099
Huang Zuye,Independent Non-Executive Director,Feishang Anthracite Resources Ltd,Shenzhen,Guangdong,518048,5,Mining of coal and lignite,58979.4,519460.9,287
Huangfu Han,Director,"Shenzhen Nanshan Power Co., Ltd.",Shenzhen,Guangdong,518053,35,"Electricity, gas, steam and air conditioning supply",200312.7,815469.5,302
Huangfu Jinghua,Independent Director,"Gansu Ronghua Industry Group Co., Ltd.",Wuwei,Gansu,733000,7,Mining of metal ores,34948.7,157886.2,831
Huangjingxing?Zhongguotaiwan,Chairman of the Board,"Suzhou Toptronics Electron  Co., Ltd.",Suzhou,Jiangsu,215200,82,"Office administrative, office support and other business support activities",16874.7,19848.7,700
Huasheng Lan,Chairman,"Shanghai Tonva Petrochemical Co., Ltd.",Shanghai,Shanghai,200080,46,"Wholesale trade, except of motor vehicles and motorcycles",1008930,635639.3,422
Huddart Michael,Chairman,Manulife-Sinochem Life Insurance Company Ltd.,Shanghai,Shanghai,200121,65,"Insurance, reinsurance and pension funding, except compulsory social security",510962.9,1437192,200
Hudson Tim,Director,China Redstone Group Inc,Chongqing,Chongqing,400000,81,Services to buildings and landscape activities,36499,51911.7,43
Huei Shieh Chiung,Chairman,"Shanghai Twin Star Trading Co., Ltd.",Shanghai,Shanghai,200051,46,"Wholesale trade, except of motor vehicles and motorcycles",68569.2,40568.6,69
Hui Chen,Chairman,Castech Inc.,Fuzhou,Fujian,350002,26,"Manufacture of computer, electronic and optical products",39117.7,114797.7,822
Hui Chiu Chung,Independent Non-Executive Director,Agile Property Holdings Limited,Guangzhou,Guangdong,510623,41,Construction of buildings,6219506,19941260,13270
Hui Chiu Chung,Non-Executive Independent Director,SINOPEC Engineering Group Co Ltd,Beijing,Beijing,100101,41,Construction of buildings,8009570,8399902,18497
Hui Chun Ho,Independent Non-Executive Director,Modern Land (china) Co Ltd,Beijing,Beijing,100028,41,Construction of buildings,662156.6,2447864,1032
Hui Guangping,Independent Director,"Jiangsu Hongtu High Technology Co., Ltd.",Nanjing,Jiangsu,210012,47,"Retail trade, except of motor vehicles and motorcycles",2835978,2876092,7438
Hui Ka Yan,Executive Chairman of the Board,Evergrande Real Estate Group Limited,Guangzhou,Guangdong,510620,41,Construction of buildings,18081540,76518496,77057
Hui Lai Yam,Independent Non-Executive Director,"Northeast Tiger Pharmaceutical Co., Ltd",Jilin,Jilin,132013,1,"Crop and animal production, hunting and related service activities",4.7,17572,22
Hui Ning,Director,"Wuxi Baichuan Chemical Industry Co., Ltd",Wuxi,Jiangsu,214422,20,Manufacture of chemicals and chemical products,471452.1,340269.5,812
Hui Wan Fai,Independent Non-Executive Director,Greentown China Holdings Limited,Hangzhou,Zhejiang,310007,41,Construction of buildings,5202018,20505030,5050
Hui Wang Chuen,Independent Non-Executive Director,Xiamen International Port Co. Ltd.,Xiamen,Fujian,361013,46,"Wholesale trade, except of motor vehicles and motorcycles",988820.6,2269955,6296
Hui Xiaofeng,Independent Director,Huadian Energy Company Ltd.,Haerbin,Heilongjiang,150001,35,"Electricity, gas, steam and air conditioning supply",1595453,3840857,12996
Hui Zhangzhi,Director,Peoplecn Co Ltd,Beijing,Beijing,100026,63,Information service activities,257116,566967.1,2720
Huiliang Ren,Vice Chairman,NextMart Inc.,Beijing,Beijing,100738,82,"Office administrative, office support and other business support activities",0,1375.1,1
Huizhao Xu,Chairman,"Hebei Shuangji Chemical Co., Ltd.",Shijiazhuang,Hebei,52360,20,Manufacture of chemicals and chemical products,27628.1,26867.3,1000
Hung King Kuen,Non-Executive Independent Director,China Shineway Pharmaceutical Group Ltd.,Shijiazhuang,Hebei,51430,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,361831.9,952699.1,4805
Hung Muk Ming,Independent Non-Executive Director,Century Sage Scientific Holdings Ltd,Beijing,Beijing,101111,62,"Computer programming, consultancy and related activities",121498.2,118318.8,311
Hunt Burnau Stephen,Non-Executive Chairman of the Board,"Lansen Pharmaceutical Holdings Co., Ltd.",Ningbo,Zhejiang,315100,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,116817,232275,880
Huo Ailing,Independent Director,"China Everbright Bank Co., Ltd",Beijing,Beijing,100033,64,"Financial service activities, except insurance and pension funding",13050420,441409088,38029
Huo Dufang,Independent Director,Zhe Jiang Kangsheng Co Ltd,Hangzhou,Zhejiang,311700,28,Manufacture of machinery and equipment n.e.c.,302636.4,364609.3,4658
Huo Dufang,Independent Director,Guangdong Xnbo Elctl Applns Hldgs Co Ltd,Foshan,Guangdong,528322,27,Manufacture of electrical equipment,920143.4,706207.8,18323
Huo Jiazhen,Independent Director,Shanghai Jinqiao Export Processing Zone,Shanghai,Shanghai,201206,41,Construction of buildings,310710.9,2002344,130
Huo Jia-zhen,Independent Non-Executive Director,Lianhua Supermarket Holdings Co Ltd,Shanghai,Shanghai,200333,47,"Retail trade, except of motor vehicles and motorcycles",4731869,2972019,50176
Huo Leiyuan,Director,"Hebei Qianshan Industrial Group Co., Ltd.",Xingtai,Hebei,54100,7,Mining of metal ores,16486.6,14257.3,406
Huo Qinghua,Chairman,"Inner Mongolia Qinghua Group Co., Ltd.",Alxa League,Inner Mongolia Autonomous Region,750300,82,"Office administrative, office support and other business support activities",11851.2,563053.3,10
Huo Xiangdong,Vice Chairman of the Board,Anhui Water Resources Development Co.Ltd,Bengbu,Anhui,233010,42,Civil engineering,1364974,1990102,4640
Huo Xuexi,Independent Director,E-Food Group Co Ltd,Beijing,Hainan,100026,56,Food and beverage service activities,96402.1,204294.2,2047
Huo Yi Guang,Independent Director,"Sorl Auto Parts, Inc.",Wenzhou,Zhejiang,325200,29,"Manufacture of motor vehicles, trailers and semi-trailers",237654.9,286906.3,3260
Huo Yuehua,Director,"Taiyuan Yinke Printing Ink Co., Ltd.",Taiyuan,Shanxi,30003,20,Manufacture of chemicals and chemical products,4977,4411.2,60
Hwang Soo Chin,Non-Executive Independent Director,Longcheer Holdings Ltd,Shanghai,Shanghai,200233,26,"Manufacture of computer, electronic and optical products",1830.4,40598.7,324
Ian Lee,Chairman,"Whirlpool (China) Investment Co., Ltd.",Shanghai,Shanghai,201206,82,"Office administrative, office support and other business support activities",168160.1,105032.9,200
Ichihara Reiyuki,Chairman,Komatsu (China) Ltd.,Shanghai,Shanghai,200120,46,"Wholesale trade, except of motor vehicles and motorcycles",1344579,1843696,150
Ida Junichiro,Vice-Chairman,Tingyi (Cayman Islands) Holding Corp.,Tianjin,Tianjin,300457,10,Manufacture of food products,10237980,9206057,73556
Idei Nobuyuki,Independent Director,Baidu Inc (ADR),Beijing,Beijing,100085,63,Information service activities,7961908,16058280,46391
Ikeda  Kazuo,Chairman,"Rugao Siyou Chemical Industry Co., Ltd.",Nantong,Jiangsu,226571,20,Manufacture of chemicals and chemical products,8475.7,1402.3,42
Ikumi Takashi,Chairman,"Chunshen Electronic (Shenzhen) Co., Ltd.",Shenzhen,Guangdong,518104,26,"Manufacture of computer, electronic and optical products",4354.8,4401.1,240
Ikushima Takahiko,Director,"Dongfeng Automobile Co., Ltd",Wuhan,Hubei,430056,29,"Manufacture of motor vehicles, trailers and semi-trailers",2835839,3135050,10560
Imayoshi Takahisa,Chairman,"Imayoshi Electronics (Wuxi) Co.,Ltd",Wuxi,Jiangsu,214112,26,"Manufacture of computer, electronic and optical products",1292.5,1201,8
Inada Gen,Chairman,"Anhui Lianhu Bee Products Co., Ltd.",Chuzhou,Anhui,239526,10,Manufacture of food products,1425.6,1380,18
Ing-Chou Wei,Chairman,Tingyi (Cayman Islands) Holding Corp.,Tianjin,Tianjin,300457,10,Manufacture of food products,10237980,9206057,73556
Inoue Kazuhiko,Board Member,"Tianjin Sanyo Telecommunication E District Ipment Co., Ltd.",Tianjin,Tianjin,300457,26,"Manufacture of computer, electronic and optical products",161439.4,57822.5,683
Ip Kwok On,Independent Non-Executive Director,Wisdom Holdings Group,Beijing,Beijing,100015,73,Advertising and market research,130549.8,214475.8,219
Ip Yuk Chi,Independent Non-Executive Director,Yida China Holdings Ltd,Dalian,Liaoning,116021,41,Construction of buildings,1251657,5831103,2992
Ipson Knight Michael,Director,"Bank of Beijing Co.,Ltd.",Beijing,Beijing,100033,64,"Financial service activities, except insurance and pension funding",6097511,245852400,10401
Ishiguro Seizo,Director,Neusoft Corporation,Shenyang,Liaoning,110179,62,"Computer programming, consultancy and related activities",1265458,1551803,19343
Ishii Kojun,Chairman,"Toyota Motor Finance (China) Co., Ltd.",Beijing,Beijing,100020,64,"Financial service activities, except insurance and pension funding",119543.4,2655188,370
Ivo Jurek,Chairman,"Cooper (Ningbo) Electric Co., Ltd.",Shanghai,Shanghai,315336,46,"Wholesale trade, except of motor vehicles and motorcycles",103565.6,35364,250
J Aeren Rajesh,Director,"Zhejiang Huzhou Scve Machine & Motor Co., Ltd.",Huzhou,Zhejiang,313100,41,Construction of buildings,7208.1,5217.9,250
Jacobus Gerardus Wilhelmus Philipsen,Chairman,"Eoc Polymers (Shanghai) Co., Ltd.",Shanghai,Shanghai,201507,20,Manufacture of chemicals and chemical products,7595,10768.8,50
