FullName,ExecutiveTitle,Company,City,State,PostalCode,ISICDivision,IndustryDescription,Sales,Assets,Employees
Mao Jiaren,Independent Director,Guizhou Changzheng Tiancheng Hldg Co Ltd,Zunyi,Guizhou,563002,27,Manufacture of electrical equipment,79398.2,424702.1,1256
Mao Jie,Director,Shanghai Ganglian E-Commerce Holdings,Shanghai,Shanghai,200444,47,"Retail trade, except of motor vehicles and motorcycles",1226629,255035.7,1490
Mao Jie,Independent Director,"Leshan Electric Power Co., Ltd",Leshan,Sichuan,614000,35,"Electricity, gas, steam and air conditioning supply",249933.7,429265.2,4469
Mao Li Hua,Chairman of the Board,Shandong Denghai Seeds Co Ltd,Yantai,Shandong,261448,1,"Crop and animal production, hunting and related service activities",240238.9,636925.8,1003
Mao Meiying,Independent Director,"Zhejiang Yongtai Technology Co., LTD.",Taizhou,Zhejiang,317016,20,Manufacture of chemicals and chemical products,172288.7,406118.4,1493
Mao Meiying,Independent Director,Zhejiang Crystal Optech Co Ltd,Taizhou,Zhejiang,318015,26,"Manufacture of computer, electronic and optical products",158617.4,289992.3,2189
Mao Ming,Independent Director,Weihai Guangtai Airport Equipment Co Ltd,Weihai,Shandong,264200,30,Manufacture of other transport equipment,164766.8,404116.5,1334
Mao Ning,Independent Director,Chang Jiang Shipping Group Phoenix Co.,Wuhan,Hubei,430021,50,Water transport,159372.7,82898.4,913
Mao Ning,Independent Director,Nanjing Gaoke Co Ltd,Nanjing,Jiangsu,210038,41,Construction of buildings,533300.8,3284680,801
Mao Pengqian,Independent Director,GEPIC Energy Development Co Ltd,Lanzhou,Gansu,730046,35,"Electricity, gas, steam and air conditioning supply",238177.5,2196790,1717
Mao Qingchuan,Independent Director,"TBEA Co., Ltd",Changji,Xinjiang,831100,27,Manufacture of electrical equipment,5855460,9562225,15488
Mao Qiumin,Director,"Tongxiang Hede Machinery Co., Ltd.",Jiaxing,Zhejiang,314500,28,Manufacture of machinery and equipment n.e.c.,22318.3,26784,202
Mao Sheng,Independent Director,Shenzhen Jiawei Photovoltaic Lighting,Shenzhen,Guangdong,518117,27,Manufacture of electrical equipment,110397.6,223282.4,2246
Mao Weide,Independent Director,"SHANDONG POLYMER BIOCHEMICALS CO., LTD.",Dongying,Shandong,257081,20,Manufacture of chemicals and chemical products,108362.3,220276.3,948
Mao Weilong,"Chairman, Legal Representative","Shengsi Dayang Granite Co., Ltd.",Zhoushan,Zhejiang,202461,8,Other mining and quarrying,3325.9,9930.8,33
Mao Weimin,Independent Director,Guizhou Guihang Automotive Components Co,Guiyang,Guizhou,550009,29,"Manufacture of motor vehicles, trailers and semi-trailers",497904.4,605740.2,7805
Mao Xingguo,Independent Director,"JINLONG MACHINERY & ELECTRONIC CO., LTD.",Wenzhou,Zhejiang,325603,27,Manufacture of electrical equipment,199091.2,516595,9307
Mao Xueqin,Director,"NB GQY Vid. & Tel. Joint-Stock Co., Ltd.",Ningbo,Shanghai,315336,26,"Manufacture of computer, electronic and optical products",42904.4,190409.4,337
Mao Xufeng,Director,"Wuhu Token Science Co.,LTD.",Wuhu,Anhui,241009,26,"Manufacture of computer, electronic and optical products",266744.7,568382.8,7682
Mao Yong,Vice Chairman of the Board,"Tellhow Sci-tech Co., Ltd.",Nanchang,Jiangxi,330096,26,"Manufacture of computer, electronic and optical products",474073.9,938861.5,2216
Mao Yong Xin,Chairman,"Shanghai Jiecong Trading Co., Ltd.",Shanghai,Shanghai,200031,46,"Wholesale trade, except of motor vehicles and motorcycles",10498.4,4994.9,22
Mao Yuan,Director,"Shanghai Meishannanjing Electro Mechanical Equipment Co., Ltd.",Nanjing,Jiangsu,210041,95,Repair of computers and personal and household goods,3076.7,3922.6,18
Mao Yuguo,Independent Director,"SHENZHEN HONGTAO DECORATION CO.,LTD.",Shenzhen,Guangdong,518029,43,Specialized construction activities,550675.2,872948.4,1441
Mao Yuhui,Director,"BlueFocus Communication Group Co., Ltd.",Beijing,Beijing,100015,70,Activities of head offices; management consultancy activities,970493.4,1833716,4123
Mao Yunshi,Independent Director,China Resources Sanju Mdcl & Phrm Co Ltd,Shenzhen,Guangdong,518110,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1181096,1720351,12483
Mao Zhaofang,Independent Director,"Tianjin Faw Xiali Automobile Co., Ltd.",Tianjin,Tianjin,300380,29,"Manufacture of motor vehicles, trailers and semi-trailers",524542.9,1097259,8780
Mao Zhenhua,Independent Director,"China Yangtze Power Co., Ltd.",Beijing,Beijing,100033,35,"Electricity, gas, steam and air conditioning supply",4365905,23706360,8087
Mao Zheqiao,Director,China Resources Dubl-Crne Phrmctl Co Ltd,Beijing,Beijing,100102,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,694862.5,1067522,12123
Mao Zhigang,Chairman of the Board,Bank of ChengDu Co Ltd,Chengdu,Sichuan,610015,64,"Financial service activities, except insurance and pension funding",1513091,48419320,5435
Mao Zhihong,Independent Director,"Ji Lin Ji En Nickel Industry Co., Ltd",Jilin,Jilin,132311,20,Manufacture of chemicals and chemical products,574151.7,4266362,4883
Mao Zhong Wu,Director,SANY Group Co Ltd,Changsha,Hunan,410100,28,Manufacture of machinery and equipment n.e.c.,7231017,17571090,70000
Mar Selwyn,Independent Non-Executive Director,China Kingstone Mining Holdings Ltd,Mianyang,Sichuan,510623,8,Other mining and quarrying,2950.6,55532.7,72
Marchesini Marcello,Chairman,"Wam Conveying Machinery (Wuxi) Co., Ltd.",Wuxi,Jiangsu,214175,27,Manufacture of electrical equipment,18370.8,23994.7,180
Maria Haspeslagh Jan Jozef,Chairman,"Ardo (Shanghai) Marketing Co., Ltd.",Shanghai,Shanghai,200031,46,"Wholesale trade, except of motor vehicles and motorcycles",6894,2960.6,6
Marimuthu Manny,Chairman,"Flextronics (Shanghai) Metal Parts Co., Ltd.",Shanghai,Shanghai,200131,26,"Manufacture of computer, electronic and optical products",111460.5,47835.2,300
Marimuthu Manny A/L,Chairman,"Flextronics (Shanghai) Metal Parts Co., Ltd.",Shanghai,Shanghai,200131,26,"Manufacture of computer, electronic and optical products",111460.5,47835.2,300
Marimuthu Manny A/L,Chairman,"Flextronics Electronic Equipment (Shenzhen) Co., Ltd.",Shenzhen,Guangdong,518103,26,"Manufacture of computer, electronic and optical products",585579.8,286458,2000
Mark Steven Ditzig,Vice Chairman,Changzhou Al-Ro/Aim Electronic & Technology Inc.,Changzhou,Jiangsu,213119,26,"Manufacture of computer, electronic and optical products",6418.1,15922.9,380
Mark Stewart Null,Chairman,"Trw Dongfang (Xi'an) Airbag Inflator Co., Ltd.",Xianyang,Shaanxi,710021,29,"Manufacture of motor vehicles, trailers and semi-trailers",5691.8,14022.1,150
Mark Venhoek,Vice Chairman,Scip Sita Waste Services Co. Ltd,Shanghai,Shanghai,201507,38,"Waste collection, treatment and disposal activities; materials recovery",30846.3,75087.7,160
Markscheid Stephen,Independent Director,"JinkoSolar Holding Co., Ltd.",Shangrao,Jiangxi,334100,26,"Manufacture of computer, electronic and optical products",1619661,3078344,10268
Markscheid Stephen,Independent Director,CNinsure Inc. (ADR),Guangzhou,Guangdong,510110,66,Activities auxiliary to financial service and insurance activities,348978.2,604534.2,3867
Markus Hessbrueggen,Director,"Emag Machine Tools (Taicang) Co., Ltd.",Suzhou,Jiangsu,215400,26,"Manufacture of computer, electronic and optical products",35028.1,29787,80
Marmugi Alainpierre,Chairman,Valeo Automotive Air Conditioning Hubei Co. Ltd,Jingzhou,Hubei,434007,29,"Manufacture of motor vehicles, trailers and semi-trailers",307963.3,565.6,500
Marta Ostrovskaya,Chairman,"Gloria International Trading (Shanghai) Co., Ltd.",Shanghai,Shanghai,200131,46,"Wholesale trade, except of motor vehicles and motorcycles",2486.1,2304.6,40
Martin,Chairman,"Dumex Baby Food Co., Ltd.",Shanghai,Shanghai,201206,10,Manufacture of food products,1294300,52839,1049
Martin DeWitt Daniel,Independent Non-Executive Director,Comtec Solar Systems Group Limited,Shanghai,Shanghai,201314,26,"Manufacture of computer, electronic and optical products",147157.7,400714.5,1067
Martin Sean Swift,Chairman,"Fujifilm Sericol (Nanjing) Co., Ltd.",Nanjing,Jiangsu,211512,20,Manufacture of chemicals and chemical products,6371.3,4949.7,60
Martin Thaysen,Chairman,Ceva Freight (Shenzhen) Limited,Shenzhen,Guangdong,518040,52,Warehousing and support activities for transportation,72631.1,21333.5,50
Martin Winterkorn,Chairman,Volkswagen (China) Investment Company Limited,Beijing,Beijing,100270,66,Activities auxiliary to financial service and insurance activities,130640.7,2018692,400
Maruo Mitsuru,Chairman,"Guangzhou You-Ri Automotive Parts Co., Ltd.",Guangzhou,Guangdong,511356,29,"Manufacture of motor vehicles, trailers and semi-trailers",39124.2,32436.1,300
Marzorati Aldino,Director,Yantai Changyu Pioneer Wine Company Ltd,Yantai,Shandong,264000,11,Manufacture of beverages,674697.6,1437313,4868
Masahiro Yamaguchi,Chairman,"Aizhi Electronics (Zhongshan) Co., Ltd.",Zhongshan,Guangdong,528467,26,"Manufacture of computer, electronic and optical products",2923,3405.6,60
Masakazu Honda,Chairman,"Denso Tianjin Its Co., Ltd.",Tianjin,Tianjin,301600,29,"Manufacture of motor vehicles, trailers and semi-trailers",72040.4,73332.3,100
Masao Hayakawa,Chairman,"Hangzhou Zaochuan Wire Co., Ltd.",Hangzhou,Zhejiang,311122,26,"Manufacture of computer, electronic and optical products",78410,32806.2,888
Masatoshi Taguri,Chairman,"Shanghai Sun-Wa Technos Co., Ltd.",Shanghai,Shanghai,200021,46,"Wholesale trade, except of motor vehicles and motorcycles",147828.4,39032.7,15
Massaroni Kenneth,Chairman,"Seagate Technology (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215021,26,"Manufacture of computer, electronic and optical products",290917.2,490075.6,7000
Masuda Katsutoshi,Non-Executive Chairman of the Board,Yusei Holdings Ltd,Hangzhou,Zhejiang,311215,20,Manufacture of chemicals and chemical products,154609.7,146142.8,2300
Masuda Toshimitsu,Non-Executive Director,Yusei Holdings Ltd,Hangzhou,Zhejiang,311215,20,Manufacture of chemicals and chemical products,154609.7,146142.8,2300
Masutsuqu Sonoda,Chairman,"Qinhuangdao Yili Food Co., Ltd.",Qinhuangdao,Hebei,66002,10,Manufacture of food products,1873.3,6551.8,10
Mats Ola Hugosson,Chairman,"Polykemi Compounds (Kunshan) Co., Ltd.",Suzhou,Jiangsu,215321,20,Manufacture of chemicals and chemical products,10034.5,9173.5,120
Matsumoto Masaaki,Chairman,"Guangzhou Qiansong Technology Co., Ltd.",Guangzhou,Guangdong,510800,20,Manufacture of chemicals and chemical products,6276.5,11278.1,130
Matsumoto Tetsuzo,Independent Director,UTStarcom Holdings Corp,Hangzhou,Zhejiang,310052,26,"Manufacture of computer, electronic and optical products",129420,279063,562
Matsuzaki Yasuji Null,Chairman,"Kyoei Denki Industry & Trading (Dalian F.T.Z.) Co., Ltd.",Dalian,Liaoning,116600,46,"Wholesale trade, except of motor vehicles and motorcycles",9349,5161.5,70
Maurer Kurt,Vice Chairman,"Payer Electric Personal Care Products (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215151,27,Manufacture of electrical equipment,90655.6,6538.4,437
Mays Miller,Director,Huayue Electronics Inc,Changzhou,Jiangsu,213022,46,"Wholesale trade, except of motor vehicles and motorcycles",0,12864.8,106
McCarthy C. M.,Independent Non-Executive Director,Industrial and Coml Bank of China Ltd,Beijing,Beijing,100140,64,"Financial service activities, except insurance and pension funding",110386104,3323854080,462282
McCarthy Lee Roger,Independent Non-Executive Director,Shui On Land Limited,Shanghai,Shanghai,200021,41,Construction of buildings,1663563,17469710,3348
McCarthy Terrence,Board Member,"VeriSilicon Holdings Co., Ltd.",Shanghai,Shanghai,201203,26,"Manufacture of computer, electronic and optical products",127409.8,57867.7,453
Mcsheffrey James W,Chairman,"3M Material & Technology (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215021,26,"Manufacture of computer, electronic and optical products",294297.1,231704.5,800
Me Aijun,Chairman,"Tianjin Rongchord International Trade Co., Ltd.",Tianjin,Tianjin,300350,46,"Wholesale trade, except of motor vehicles and motorcycles",1597304,119458.6,40
Mehta Narendra,Director,"Cixi Jiuling Electrical Appliance Co., Ltd.",Ningbo,Zhejiang,315311,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,16477,3511.5,487
Mei Jian,Independent Director,KPC Pharmaceuticals Inc,Kunming,Yunnan,650106,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,668818.8,487704.2,3292
Mei Jian Ping,Independent Non-Executive Director,Powerlong Real Estate Holdings Limited,Shanghai,Shanghai,200336,41,Construction of buildings,1568445,9217423,6973
Mei Jianping,Independent Non-Executive Director,MIE Holdings Corp,Beijing,Beijing,100101,6,Extraction of crude petroleum and natural gas,484169.7,1547195,1960
Mei Jianrong,Chairman,"Suzhou Kaiyuan Metal Materials Co., Ltd.",Suzhou,Jiangsu,215000,46,"Wholesale trade, except of motor vehicles and motorcycles",459492.4,167438.9,50
Mei Jun,Independent Director,Greattown Holdings Ltd,Shanghai,Shanghai,201103,41,Construction of buildings,873236.9,3472001,1196
Mei Lingyan,Director,"Jiangsu Duobao Pharmaceutical Co., Ltd.",Changzhou,Jiangsu,213104,10,Manufacture of food products,852,3201.7,56
Mei Meng,Independent Director,Sinovac Biotech Ltd.,Beijing,Beijing,100085,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,63101,238530,668
Mei Meng,Director,"Sumavision Technologies Co., Ltd.",Beijing,Beijing,100085,26,"Manufacture of computer, electronic and optical products",88838.1,529863.5,1379
Mei Qiang,Chairman of the Board,"Renhe Pharmacy Co., Ltd.",Nanchang,Jiangxi,330038,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,365729.3,418845.9,5995
Mei Qun,Chairman,"Tong Ren Tang Technologies Co., Ltd.",Beijing,Beijing,100062,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,475150.7,840390.9,3155
Mei Shenshi,Independent Director,Langfang Development Co Ltd,Langfang,Hebei,65000,46,"Wholesale trade, except of motor vehicles and motorcycles",6441.5,48636.7,25
Mei Wei,Chairman,"Shenzhen Guanxin Investment Co., Ltd.",Shenzhen,Guangdong,518040,66,Activities auxiliary to financial service and insurance activities,1494208,823372.8,150
Mei Wenjue,Independent Non-Executive Director,Country Garden Holdings Company Limited,Foshan,Guangdong,528312,41,Construction of buildings,13723510,43226692,57357
Mei Xingbao,Independent Non-Executive Director,Tianjin Binhai Teda Lgstcs (Gp) Corp Ltd,Tianjin,Tianjin,300457,70,Activities of head offices; management consultancy activities,498224.5,395343.8,2386
Mei Xueqian,Director,Gansu QiLianShan Cement Co Ltd,Lanzhou,Gansu,730030,23,Manufacture of other non-metallic mineral products,997743.8,1747805,6553
Mei Yunxin,Independent Director,Guilin Tourism Corp Ltd,Guilin,Guangxi,541001,79,"Travel agency, tour operator, reservation service and related activities",160914.7,494616.9,3183
Mei Zhifu,Director,"Henan Yuguang Gold & Lead Co., Ltd",Jiyuan,Henan,459000,7,Mining of metal ores,1441220,1414680,3343
Mei Zhiming,Vice Chairman of the Board,Shenzhen Chiwan Ptrlm Sply Bs Co Ltd,Shenzhen,Guangdong,518068,52,Warehousing and support activities for transportation,115723.6,869208.3,532
Mei Zhu,Independent Director,"Xinjiang Chalkis Co., Ltd.",Wulumuqi,Xinjiang,830002,10,Manufacture of food products,67648.2,317874.6,1244
Mei Zuxin,Chairman,"Shanghai Huitong Metal Materials Co., Ltd.",Shanghai,Shanghai,201900,46,"Wholesale trade, except of motor vehicles and motorcycles",95763.5,11325.8,13
Meicunzhaoshen,Chairman,"Suzhou Yuanjin Photoelectricity Co., Ltd.",Suzhou,Jiangsu,215164,26,"Manufacture of computer, electronic and optical products",1591,1338.8,20
Melvyn Ng Kuan Ee,Chairman,Guangzhou Asia Pacific Brewery Company Limited,Guangzhou,Guangdong,510623,11,Manufacture of beverages,7242.1,71485.3,400
Menard Oliver,Director,"Decathlon (Shanghai) Sports Co., Ltd.",Shanghai,Shanghai,201204,46,"Wholesale trade, except of motor vehicles and motorcycles",192436,96474,1500
Mendel Richard,Chairman,"Afton Chemical (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215021,20,Manufacture of chemicals and chemical products,10228.5,22382.1,160
Meng Chengjun,Chairman of the Board,"Jiangsu Hantong Ship Heavy Industry Co.,Ltd",Nantong,Jiangsu,226361,30,Manufacture of other transport equipment,586193.9,651015.5,2000
Meng F. George,Independent Non-Executive Director,HNA Infrastructure Co Ltd,Haikou,Hainan,571126,52,Warehousing and support activities for transportation,143163.7,922770.3,734
Meng Fanling,Director,"Zhejiang Rongxin Home Textile Manufacturing Co., Ltd.",Huzhou,Zhejiang,313211,13,Manufacture of textiles,2450.6,2737.6,34
Meng Fanxin,Independent Director,"Shinva Medical Instrument Co.,Ltd.",Zibo,Shandong,255086,32,Other manufacturing,1019898,1301565,5608
Meng Frank,Chairman,"Motorola Mobile Technology (China) Co., Ltd.",Tianjin,Tianjin,300457,26,"Manufacture of computer, electronic and optical products",1608026,1171502,7500
Meng Gong Xiang,Director,Zhejiang Unifull Industrial Fibre Co Ltd,Huzhou,Zhejiang,313017,20,Manufacture of chemicals and chemical products,402417.1,408307.3,300
Meng Hong,Independent Director,Shandong New Beiyng Infrmt Tchlgy Co Ltd,Weihai,Shandong,264203,26,"Manufacture of computer, electronic and optical products",161087.3,442543.9,2197
Meng Hongliang,Director,"Zhejiang Founder Motor Co., Ltd.",Lishui,Zhejiang,323000,27,Manufacture of electrical equipment,101037.1,205070.7,1961
Meng Jie,Director,Guangxi Wuzhou Communications Co Ltd,Nanning,Guangxi,530028,52,Warehousing and support activities for transportation,533980,2250403,2332
